date,instance_id,instance_type,cpu_avg,memory_avg,network_in,network_out,cost_usd
2024-06-10,i-00017350,r5.large,63.53,55.39,6.2388,3.7793,3.3188
2024-06-11,i-00017350,r5.large,54.13,73.83,7.9927,4.5524,3.4072
2024-06-12,i-00017350,r5.large,49.85,60.15,7.0282,1.2493,3.1467
2024-06-13,i-00017350,r5.large,39.68,29.37,2.337,3.8552,10.4089
2024-06-14,i-00017350,r5.large,61.24,67.17,2.2319,4.3103,3.3064
2024-06-15,i-00017350,r5.large,51.88,48.98,0.0,3.6565,3.4517
2024-06-16,i-00017350,r5.large,21.17,27.61,2.0689,1.0369,3.1244
2024-06-17,i-00017350,r5.large,63.77,58.5,4.6476,1.9966,3.144
2024-06-18,i-00017350,r5.large,62.81,56.6,9.5733,14.4772,11.8746
2024-06-19,i-00017350,r5.large,47.88,61.63,2.7953,8.6231,3.6567
2024-06-20,i-00017350,r5.large,67.23,93.5,2.0912,7.089,15.4081
2024-06-21,i-00017350,r5.large,50.7,50.6,5.7762,4.7966,3.574
2024-06-22,i-00017350,r5.large,25.84,38.84,0.9463,2.2579,10.8932
2024-06-23,i-00017350,r5.large,22.36,30.61,2.7883,0.9199,3.1821
2024-06-24,i-00017350,r5.large,43.75,40.75,3.3303,2.7928,3.2773
2024-06-25,i-00017350,r5.large,59.35,84.27,5.8995,0.0,3.2004
2024-06-26,i-00017350,r5.large,69.65,71.4,5.137,4.7524,3.385
2024-06-27,i-00017350,r5.large,62.19,73.4,2.8334,3.2915,3.4069
2024-06-28,i-00017350,r5.large,51.88,61.34,1.9234,6.6166,3.538
2024-06-29,i-00017350,r5.large,29.3,40.25,1.5584,1.353,3.1856
2024-06-30,i-00017350,r5.large,28.96,33.64,1.2957,0.0,2.9316
2024-01-01,i-0002e34b,t3.medium,55.91,65.85,1.9347,2.7544,1.2188
2024-01-02,i-0002e34b,t3.medium,42.2,59.08,7.4491,2.0642,1.1823
2024-01-03,i-0002e34b,t3.medium,50.33,67.91,2.4645,2.3353,1.292
2024-01-04,i-0002e34b,t3.medium,67.36,82.66,2.7576,2.7087,1.3013
2024-01-05,i-0002e34b,t3.medium,66.07,79.9,5.196,6.9269,1.5845
2024-01-06,i-0002e34b,t3.medium,73.65,77.7,8.4478,4.7465,1.3594
2024-01-07,i-0002e34b,t3.medium,51.3,68.02,3.5927,3.7049,1.3177
2024-01-08,i-0002e34b,t3.medium,55.95,54.95,3.2451,4.4256,1.311
2024-01-09,i-0002e34b,t3.medium,67.01,53.0,5.0754,3.4076,1.2519
2024-01-10,i-0002e34b,t3.medium,57.18,72.88,2.142,3.4371,1.3268
2024-01-11,i-0002e34b,t3.medium,54.23,68.74,6.9528,2.5681,1.2114
2024-01-12,i-0002e34b,t3.medium,52.01,52.08,6.0291,4.8079,1.391
2024-01-13,i-0002e34b,t3.medium,54.39,62.87,3.5256,2.0412,1.1709
2024-01-14,i-0002e34b,t3.medium,56.59,77.1,4.0183,2.8868,1.2746
2024-01-15,i-0002e34b,t3.medium,48.24,66.74,0.7307,9.8477,5.421
2024-01-16,i-0002e34b,t3.medium,63.38,53.9,5.6442,2.435,1.2446
2024-01-17,i-0002e34b,t3.medium,47.76,50.36,6.436,1.421,1.0998
2024-01-18,i-0002e34b,t3.medium,45.93,64.06,7.8817,3.2582,1.2714
2024-01-19,i-0002e34b,t3.medium,63.42,52.78,6.7542,3.4525,1.2772
2024-01-20,i-0002e34b,t3.medium,64.72,85.44,5.9035,4.4738,1.3946
2024-01-21,i-0002e34b,t3.medium,45.01,57.93,5.1136,3.1545,1.3037
2024-01-22,i-0002e34b,t3.medium,58.3,82.73,6.1752,1.9661,0.5058
2024-01-23,i-0002e34b,t3.medium,65.13,83.68,9.4327,8.1506,4.4293
2024-01-24,i-0002e34b,t3.medium,57.98,76.26,8.452,3.3611,1.2654
2024-01-25,i-0002e34b,t3.medium,53.93,57.51,9.9779,2.3775,1.187
2024-01-26,i-0002e34b,t3.medium,59.37,63.09,3.5796,3.5995,1.2978
2024-01-27,i-0002e34b,t3.medium,45.49,58.47,5.7936,2.4174,1.1517
2024-01-28,i-0002e34b,t3.medium,56.42,65.94,2.6339,0.5952,1.0698
2024-01-29,i-0002e34b,t3.medium,44.06,53.62,2.9186,0.1659,0.9883
2024-01-30,i-0002e34b,t3.medium,45.56,49.01,1.0826,2.0469,1.1678
2024-01-31,i-0002e34b,t3.medium,64.31,79.12,6.2513,2.8131,0.7398
2024-02-01,i-0002e34b,t3.medium,55.33,71.12,2.4777,4.4757,1.3459
2024-02-02,i-0002e34b,t3.medium,72.87,87.44,6.2658,1.2023,1.1151
2024-02-03,i-0002e34b,t3.medium,47.68,51.78,0.9506,1.7888,1.122
2024-02-04,i-0002e34b,t3.medium,51.12,66.02,5.834,4.1039,1.4134
2024-02-05,i-0002e34b,t3.medium,57.08,50.81,5.4933,1.6649,1.1783
2024-02-06,i-0002e34b,t3.medium,64.2,65.42,7.4193,2.7862,0.73
2024-02-07,i-0002e34b,t3.medium,52.3,66.86,5.0927,5.2901,1.492
2024-02-08,i-0002e34b,t3.medium,54.69,64.24,6.8811,2.3629,1.1974
2024-02-09,i-0002e34b,t3.medium,45.94,38.68,2.2583,1.7891,1.1862
2024-02-10,i-0002e34b,t3.medium,65.44,72.44,2.6562,5.1514,1.4169
2024-02-11,i-0002e34b,t3.medium,57.22,61.32,3.6047,4.0062,1.3565
2024-02-12,i-0002e34b,t3.medium,56.21,88.53,6.7457,4.5226,1.4272
2024-02-13,i-0002e34b,t3.medium,60.63,73.15,4.0662,4.2408,1.3858
2024-02-14,i-0002e34b,t3.medium,61.91,49.04,7.6619,4.5148,1.3915
2024-02-15,i-0002e34b,t3.medium,61.23,82.94,6.4462,3.354,1.2901
2024-02-16,i-0002e34b,t3.medium,54.72,47.63,5.1582,2.4611,1.2378
2024-02-17,i-0002e34b,t3.medium,41.98,61.02,7.1703,3.4844,1.3028
2024-02-18,i-0002e34b,t3.medium,56.42,60.81,4.9514,3.6804,1.2975
2024-02-19,i-0002e34b,t3.medium,33.37,42.62,1.7304,0.1485,1.0101
2024-02-20,i-0002e34b,t3.medium,56.72,56.53,2.1106,3.0802,1.2872
2024-02-21,i-0002e34b,t3.medium,52.96,63.79,3.2851,2.8212,1.1374
2024-02-22,i-0002e34b,t3.medium,52.78,47.21,8.5518,1.7529,0.6295
2024-02-23,i-0002e34b,t3.medium,42.61,40.16,0.0,1.0054,1.108
2024-02-24,i-0002e34b,t3.medium,47.77,44.54,3.0441,3.2097,1.2597
2024-02-25,i-0002e34b,t3.medium,42.87,56.04,7.2867,9.9917,5.7411
2024-02-26,i-0002e34b,t3.medium,56.04,69.14,4.9708,3.2045,1.2921
2024-02-27,i-0002e34b,t3.medium,55.06,73.17,2.641,7.524,1.6947
2024-02-28,i-0002e34b,t3.medium,70.02,78.7,9.0819,3.229,1.2395
2024-02-29,i-0002e34b,t3.medium,49.79,64.3,8.4715,5.908,1.5331
2024-03-01,i-0002e34b,t3.medium,63.85,56.47,7.6505,2.5826,0.8328
2024-03-02,i-0002e34b,t3.medium,60.77,54.63,5.7837,1.7606,1.1837
2024-03-03,i-0002e34b,t3.medium,43.7,40.34,4.8624,5.733,1.4282
2024-03-04,i-0002e34b,t3.medium,62.49,63.13,7.816,4.2939,1.4102
2024-03-05,i-0002e34b,t3.medium,53.22,68.05,3.5477,4.348,1.4443
2024-03-06,i-0002e34b,t3.medium,63.65,85.86,5.7443,3.0804,1.2391
2024-03-07,i-0002e34b,t3.medium,56.93,75.66,7.1596,4.8726,1.4626
2024-03-09,i-0002e34b,t3.medium,46.71,56.31,2.7187,4.3198,1.3818
2024-03-10,i-0002e34b,t3.medium,52.56,53.54,4.6335,3.9578,1.3562
2024-03-11,i-0002e34b,t3.medium,42.32,50.51,4.5564,0.143,1.0079
2024-03-12,i-0002e34b,t3.medium,53.51,58.95,5.7352,0.7376,1.0541
2024-03-13,i-0002e34b,t3.medium,48.49,63.15,3.926,3.3326,1.2731
2024-03-14,i-0002e34b,t3.medium,63.39,77.99,3.9475,1.533,1.0783
2024-03-15,i-0002e34b,t3.medium,52.98,61.32,5.9527,1.5535,1.1421
2024-03-16,i-0002e34b,t3.medium,53.64,61.88,6.3191,0.9894,1.1152
2024-03-17,i-0002e34b,t3.medium,61.28,56.36,4.0725,0.2399,1.0257
2024-03-18,i-0002e34b,t3.medium,44.3,60.44,4.0945,2.3482,1.2835
2024-03-19,i-0002e34b,t3.medium,56.63,56.65,4.9082,5.375,1.5021
2024-03-20,i-0002e34b,t3.medium,74.94,65.29,2.7123,6.4786,1.6962
2024-03-21,i-0002e34b,t3.medium,66.67,73.95,2.2628,6.147,1.5498
2024-03-22,i-0002e34b,t3.medium,48.88,41.29,0.2275,4.1545,1.3434
2024-03-23,i-0002e34b,t3.medium,52.88,63.13,2.7422,4.7001,1.5076
2024-03-24,i-0002e34b,t3.medium,47.59,68.24,5.8642,4.643,1.4109
2024-03-25,i-0002e34b,t3.medium,44.67,57.52,4.5183,0.2395,1.0709
2024-03-26,i-0002e34b,t3.medium,49.82,62.6,7.6339,2.1247,1.1915
2024-03-27,i-0002e34b,t3.medium,57.05,66.64,6.5011,3.7754,1.4151
2024-03-28,i-0002e34b,t3.medium,55.03,77.48,3.9697,3.6112,1.2606
2024-03-29,i-0002e34b,t3.medium,46.2,50.55,5.2392,3.4766,1.2353
2024-03-30,i-0002e34b,t3.medium,70.79,71.17,4.8164,4.1087,1.3912
2024-03-31,i-0002e34b,t3.medium,51.41,74.98,1.8974,3.6112,1.377
2024-04-01,i-0002e34b,t3.medium,54.32,70.75,7.7794,1.7236,1.1478
2024-04-02,i-0002e34b,t3.medium,45.19,38.64,2.4039,1.2257,1.101
2024-04-03,i-0002e34b,t3.medium,59.78,71.87,6.4581,4.5037,1.4071
2024-04-04,i-0002e34b,t3.medium,48.11,49.05,5.3777,3.1941,1.3127
2024-04-05,i-0002e34b,t3.medium,62.29,63.68,6.1539,4.5962,1.4225
2024-04-06,i-0002e34b,t3.medium,60.61,79.14,5.6526,2.6743,0.9536
2024-04-07,i-0002e34b,t3.medium,55.62,52.81,5.2703,7.1606,1.5607
2024-04-08,i-0002e34b,t3.medium,49.18,61.25,3.0327,2.489,1.2141
2024-04-09,i-0002e34b,t3.medium,53.41,70.84,0.7949,2.2784,1.2144
2024-04-10,i-0002e34b,t3.medium,55.62,70.5,5.9759,4.6837,1.4012
2024-04-11,i-0002e34b,t3.medium,58.36,77.98,3.1865,1.7759,1.1558
2024-04-12,i-0002e34b,t3.medium,58.0,56.77,8.378,13.1202,7.6613
2024-04-13,i-0002e34b,t3.medium,51.18,63.99,6.3272,0.3924,1.0529
2024-04-14,i-0002e34b,t3.medium,46.56,66.29,3.5296,1.3778,1.1325
2024-04-15,i-0002e34b,t3.medium,34.0,38.94,2.888,2.6393,1.2246
2024-04-16,i-0002e34b,t3.medium,53.04,54.92,3.1857,2.932,1.3214
2024-04-17,i-0002e34b,t3.medium,55.62,84.09,5.2709,3.0301,1.3037
2024-04-18,i-0002e34b,t3.medium,56.88,50.41,10.1558,2.9618,1.3193
2024-04-19,i-0002e34b,t3.medium,59.63,53.11,5.0979,1.0437,1.102
2024-04-20,i-0002e34b,t3.medium,55.69,57.96,11.4434,4.7044,1.447
2024-04-21,i-0002e34b,t3.medium,44.17,44.09,0.0,0.5591,1.0359
2024-04-22,i-0002e34b,t3.medium,45.28,59.44,7.9767,0.0,1.0109
2024-04-23,i-0002e34b,t3.medium,57.52,59.24,2.9466,2.4749,1.1743
2024-04-24,i-0002e34b,t3.medium,51.77,59.26,1.7801,3.5106,1.3698
2024-04-25,i-0002e34b,t3.medium,64.89,55.83,3.7416,3.0407,1.2444
2024-04-26,i-0002e34b,t3.medium,43.69,43.06,5.5114,0.0,1.052
2024-04-27,i-0002e34b,t3.medium,57.57,54.4,1.8131,2.941,1.3558
2024-04-28,i-0002e34b,t3.medium,55.62,53.18,7.4833,6.9367,1.5584
2024-04-29,i-0002e34b,t3.medium,53.05,47.02,5.4568,3.7785,1.3258
2024-04-30,i-0002e34b,t3.medium,60.33,63.74,7.4681,1.0302,1.0664
2024-05-01,i-0002e34b,t3.medium,61.04,85.4,6.625,3.9275,1.3709
2024-05-02,i-0002e34b,t3.medium,66.84,78.95,4.2906,5.1376,1.4586
2024-05-03,i-0002e34b,t3.medium,39.24,53.01,1.9715,6.4786,1.5621
2024-05-04,i-0002e34b,t3.medium,62.91,75.32,8.1977,2.579,1.2789
2024-05-05,i-0002e34b,t3.medium,59.14,82.03,3.6617,1.7175,1.1316
2024-05-06,i-0002e34b,t3.medium,42.49,59.03,7.9844,1.3173,1.1274
2024-05-07,i-0002e34b,t3.medium,60.95,58.7,5.1308,2.952,1.2335
2024-05-08,i-0002e34b,t3.medium,46.01,53.76,2.1942,3.2074,1.2753
2024-05-09,i-0002e34b,t3.medium,59.82,61.32,5.0588,2.3756,1.2214
2024-05-10,i-0002e34b,t3.medium,57.19,76.51,4.6709,2.81,1.2198
2024-05-11,i-0002e34b,t3.medium,57.89,55.28,9.5385,3.7212,1.3937
2024-05-12,i-0002e34b,t3.medium,52.43,61.42,5.8149,0.6937,1.0326
2024-05-13,i-0002e34b,t3.medium,49.85,65.92,5.1855,0.7765,1.0871
2024-05-14,i-0002e34b,t3.medium,49.2,80.26,4.6231,1.6833,1.1531
2024-05-15,i-0002e34b,t3.medium,54.75,69.63,4.8423,2.9538,1.2575
2024-05-16,i-0002e34b,t3.medium,62.12,62.99,4.616,4.7085,1.4591
2024-05-17,i-0002e34b,t3.medium,59.71,51.25,8.2102,2.3872,1.2199
2024-05-18,i-0002e34b,t3.medium,48.41,52.93,0.0,2.4895,1.2166
2024-05-19,i-0002e34b,t3.medium,45.27,45.83,3.1708,1.9909,1.2167
2024-05-20,i-0002e34b,t3.medium,55.62,82.06,5.2631,1.8542,1.1498
2024-05-21,i-0002e34b,t3.medium,73.21,61.3,4.1662,5.3627,1.5055
2024-05-22,i-0002e34b,t3.medium,58.49,69.99,6.0059,2.102,1.1751
2024-05-23,i-0002e34b,t3.medium,35.65,53.44,3.4869,3.1383,1.2562
2024-05-24,i-0002e34b,t3.medium,48.53,57.99,6.9917,1.6389,1.1237
2024-05-25,i-0002e34b,t3.medium,47.0,63.94,4.3012,4.6392,1.4068
2024-05-26,i-0002e34b,t3.medium,63.14,60.63,5.8982,1.8959,0.9143
2024-05-27,i-0002e34b,t3.medium,57.44,78.73,6.2145,2.7684,1.1787
2024-05-28,i-0002e34b,t3.medium,70.96,60.21,5.8831,6.9008,1.5787
2024-05-29,i-0002e34b,t3.medium,50.52,66.15,7.4116,3.8708,1.2931
2024-05-30,i-0002e34b,t3.medium,44.24,64.05,1.5255,0.8154,1.088
2024-05-31,i-0002e34b,t3.medium,59.86,73.35,3.1987,2.6909,0.7348
2024-06-01,i-0002e34b,t3.medium,64.64,46.45,11.9573,3.8578,1.3617
2024-06-02,i-0002e34b,t3.medium,49.18,76.78,6.7571,4.0257,1.4129
2024-06-03,i-0002e34b,t3.medium,57.27,53.17,6.3278,2.0006,1.1976
2024-06-04,i-0002e34b,t3.medium,66.12,54.81,8.5772,6.0571,1.5451
2024-06-05,i-0002e34b,t3.medium,59.43,58.22,9.1332,5.817,1.6004
2024-06-06,i-0002e34b,t3.medium,67.98,94.41,3.7159,2.8781,1.2724
2024-06-07,i-0002e34b,t3.medium,49.65,75.99,6.556,1.2684,1.1536
2024-06-08,i-0002e34b,t3.medium,56.63,48.1,7.0888,3.5106,1.2701
2024-06-09,i-0002e34b,t3.medium,46.61,68.3,4.4871,3.24,1.2657
2024-06-10,i-0002e34b,t3.medium,52.86,49.06,0.6792,1.7811,1.0983
2024-06-11,i-0002e34b,t3.medium,67.09,78.23,9.307,3.2482,1.2647
2024-06-12,i-0002e34b,t3.medium,48.61,56.1,4.3127,0.6412,1.0686
2024-06-13,i-0002e34b,t3.medium,58.15,83.81,5.1182,2.8701,1.3098
2024-06-14,i-0002e34b,t3.medium,61.38,60.08,10.1858,2.4533,1.2144
2024-06-15,i-0002e34b,t3.medium,51.47,50.79,8.2115,3.3011,1.2853
2024-06-16,i-0002e34b,t3.medium,68.42,54.47,9.4342,2.8767,1.2577
2024-06-17,i-0002e34b,t3.medium,57.08,62.35,0.0,12.4451,4.1188
2024-06-18,i-0002e34b,t3.medium,59.9,51.68,13.3702,2.3699,1.1573
2024-06-19,i-0002e34b,t3.medium,47.53,47.35,5.8613,3.9876,1.4321
2024-06-20,i-0002e34b,t3.medium,67.23,67.48,4.5347,4.4364,1.3989
2024-06-21,i-0002e34b,t3.medium,38.69,45.31,2.6307,1.354,0.8633
2024-06-22,i-0002e34b,t3.medium,59.15,62.41,6.0834,0.9426,0.9005
2024-06-23,i-0002e34b,t3.medium,51.42,75.66,5.9429,2.5009,1.1432
2024-06-24,i-0002e34b,t3.medium,58.59,58.12,7.648,0.7416,1.0288
2024-06-25,i-0002e34b,t3.medium,62.01,79.93,5.8372,2.973,1.3398
2024-06-26,i-0002e34b,t3.medium,58.8,56.73,4.907,3.1297,1.2175
2024-06-27,i-0002e34b,t3.medium,56.46,54.26,3.3269,1.3457,1.1217
2024-06-28,i-0002e34b,t3.medium,46.89,53.53,3.517,1.6413,1.1433
2024-06-29,i-0002e34b,t3.medium,50.73,58.94,0.8284,5.8425,1.5584
2024-06-30,i-0002e34b,t3.medium,53.68,59.66,6.1466,4.0433,1.4096
2024-01-01,i-000346d9,t3.micro,2.44,5.69,1.6503,0.378,0.282
2024-01-02,i-000346d9,t3.micro,4.9,14.34,1.1499,3.1114,0.3682
2024-01-03,i-000346d9,t3.micro,3.27,1.0,0.1876,0.0,0.2415
2024-01-04,i-000346d9,t3.micro,5.03,13.6,0.0,0.0,0.2526
2024-01-05,i-000346d9,t3.micro,9.44,14.65,0.0,0.7948,0.3206
2024-01-06,i-000346d9,t3.micro,3.89,14.76,0.2891,0.0,0.2435
2024-01-07,i-000346d9,t3.micro,3.65,15.16,0.0,0.9593,0.3307
2024-01-08,i-000346d9,t3.micro,5.7,14.41,1.3309,0.6352,0.3009
2024-01-09,i-000346d9,t3.micro,3.11,13.28,3.8095,0.0,0.2423
2024-01-10,i-000346d9,t3.micro,2.53,1.0,0.6916,0.0,0.2577
2024-01-11,i-000346d9,t3.micro,5.0,24.27,2.0417,0.0,0.2541
2024-01-12,i-000346d9,t3.micro,4.7,9.09,0.5667,1.692,0.4
2024-01-13,i-000346d9,t3.micro,1.87,13.93,0.0,0.5805,0.3025
2024-01-14,i-000346d9,t3.micro,2.86,11.41,0.0,2.3315,0.4634
2024-01-15,i-000346d9,t3.micro,2.3,11.44,0.0,0.5771,0.3078
2024-01-16,i-000346d9,t3.micro,5.49,8.54,1.6011,0.3127,0.2752
2024-01-17,i-000346d9,t3.micro,5.25,13.28,0.0,0.0,0.2629
2024-01-18,i-000346d9,t3.micro,5.65,17.29,0.0,1.2779,0.3681
2024-01-19,i-000346d9,t3.micro,5.9,1.0,0.8506,1.2896,0.3558
2024-01-20,i-000346d9,t3.micro,4.82,15.06,1.2937,1.8549,0.4053
2024-01-21,i-000346d9,t3.micro,4.14,11.26,1.9871,0.442,0.2868
2024-01-22,i-000346d9,t3.micro,5.91,5.18,0.0,1.6138,0.3977
2024-01-23,i-000346d9,t3.micro,6.36,12.99,1.2052,2.1524,0.4532
2024-01-24,i-000346d9,t3.micro,4.9,12.17,0.796,0.0,0.2411
2024-01-25,i-000346d9,t3.micro,5.18,11.39,0.0,0.0,0.2285
2024-01-26,i-000346d9,t3.micro,9.92,13.47,0.734,0.6176,0.322
2024-01-27,i-000346d9,t3.micro,4.03,7.5,0.0,0.0,0.2429
2024-01-28,i-000346d9,t3.micro,5.56,1.0,0.0,0.0,0.261
2024-01-29,i-000346d9,t3.micro,6.59,14.38,0.0,0.2504,0.2735
2024-01-30,i-000346d9,t3.micro,3.3,12.87,0.0,0.3986,0.178
2024-01-31,i-000346d9,t3.micro,3.3,8.68,1.4558,0.0,0.2562
2024-02-01,i-000346d9,t3.micro,6.43,11.92,0.0,0.0,0.2507
2024-02-02,i-000346d9,t3.micro,7.38,18.56,0.0,0.0,0.2504
2024-02-03,i-000346d9,t3.micro,3.88,7.28,0.0,0.0,0.2452
2024-02-04,i-000346d9,t3.micro,5.53,9.87,0.2095,0.8563,0.3257
2024-02-05,i-000346d9,t3.micro,5.01,10.69,0.0,0.6848,0.3166
2024-02-06,i-000346d9,t3.micro,4.37,14.29,1.2625,0.0,0.243
2024-02-07,i-000346d9,t3.micro,7.95,13.36,1.2723,0.6616,0.3007
2024-02-08,i-000346d9,t3.micro,4.36,17.42,0.0,0.0,0.2472
2024-02-09,i-000346d9,t3.micro,4.47,1.0,0.0,0.23,0.2776
2024-02-10,i-000346d9,t3.micro,4.91,10.95,0.1937,0.1352,0.2638
2024-02-11,i-000346d9,t3.micro,2.79,1.7,2.0664,0.5439,0.2857
2024-02-12,i-000346d9,t3.micro,3.9,16.22,0.0,0.0,0.271
2024-02-13,i-000346d9,t3.micro,7.89,18.22,0.0,2.102,0.4599
2024-02-14,i-000346d9,t3.micro,0.5,11.7,0.0,1.1642,0.3405
2024-02-15,i-000346d9,t3.micro,5.06,20.08,0.0,0.7675,0.3038
2024-02-16,i-000346d9,t3.micro,5.02,14.78,0.0,0.0,0.2489
2024-02-17,i-000346d9,t3.micro,3.41,16.29,0.0,0.0,0.2527
2024-02-18,i-000346d9,t3.micro,4.97,10.59,0.0,3.4273,0.5485
2024-02-19,i-000346d9,t3.micro,5.12,13.92,0.3525,0.5534,0.3163
2024-02-20,i-000346d9,t3.micro,5.0,12.99,0.0,2.68,0.502
2024-02-21,i-000346d9,t3.micro,4.19,19.0,0.0,0.0,0.2415
2024-02-22,i-000346d9,t3.micro,2.09,1.0,0.0,2.0422,0.4358
2024-02-23,i-000346d9,t3.micro,2.24,9.66,2.0554,1.5726,0.3097
2024-02-24,i-000346d9,t3.micro,4.64,4.87,0.0,2.2024,0.4392
2024-02-25,i-000346d9,t3.micro,4.6,14.81,1.8296,1.0679,0.3466
2024-02-26,i-000346d9,t3.micro,4.4,11.83,0.0,0.5285,0.2865
2024-02-27,i-000346d9,t3.micro,4.2,15.02,1.4908,0.0,0.2516
2024-02-28,i-000346d9,t3.micro,4.5,10.59,0.8771,2.8235,0.5215
2024-02-29,i-000346d9,t3.micro,2.36,6.51,0.0,0.0,0.259
2024-03-01,i-000346d9,t3.micro,4.2,13.41,0.4195,0.5244,0.3078
2024-03-02,i-000346d9,t3.micro,3.27,9.86,0.0,0.9911,0.3277
2024-03-03,i-000346d9,t3.micro,5.18,11.96,1.0608,1.8656,0.4279
2024-03-04,i-000346d9,t3.micro,2.63,17.03,2.8291,0.6696,0.3197
2024-03-05,i-000346d9,t3.micro,3.36,13.28,0.0,0.0,0.2371
2024-03-06,i-000346d9,t3.micro,3.28,8.01,0.0,0.0,0.2637
2024-03-07,i-000346d9,t3.micro,5.64,13.28,2.9581,0.0,0.236
2024-03-08,i-000346d9,t3.micro,8.72,4.26,2.0924,0.0,0.2543
2024-03-09,i-000346d9,t3.micro,4.12,12.54,0.0,0.0,0.2521
2024-03-10,i-000346d9,t3.micro,2.46,13.28,0.0,0.0,0.2538
2024-03-11,i-000346d9,t3.micro,3.72,12.24,0.0,3.3303,0.5562
2024-03-12,i-000346d9,t3.micro,5.5,18.74,0.0,0.1933,0.2616
2024-03-13,i-000346d9,t3.micro,6.94,19.95,0.7197,0.0,0.2474
2024-03-14,i-000346d9,t3.micro,5.77,4.23,0.0,1.0189,0.3444
2024-03-15,i-000346d9,t3.micro,2.71,19.05,1.0142,0.0,0.2458
2024-03-16,i-000346d9,t3.micro,6.59,19.34,0.0,0.0,0.23
2024-03-17,i-000346d9,t3.micro,4.69,3.71,2.9826,1.6194,0.3947
2024-03-18,i-000346d9,t3.micro,2.35,6.43,0.0,0.0,0.2434
2024-03-19,i-000346d9,t3.micro,1.75,16.47,2.157,0.0,0.2572
2024-03-20,i-000346d9,t3.micro,5.27,8.19,0.5365,0.2624,0.27
2024-03-21,i-000346d9,t3.micro,5.06,17.6,0.0,0.0,0.2523
2024-03-22,i-000346d9,t3.micro,6.6,21.42,0.0,0.2857,0.273
2024-03-23,i-000346d9,t3.micro,5.07,13.55,2.3393,0.0,0.2448
2024-03-24,i-000346d9,t3.micro,4.6,20.31,0.0,0.0,0.2648
2024-03-25,i-000346d9,t3.micro,5.86,13.68,1.6602,0.0,0.2669
2024-03-26,i-000346d9,t3.micro,3.16,18.44,2.612,0.0,0.1066
2024-03-27,i-000346d9,t3.micro,4.53,11.34,0.0,0.2713,0.2875
2024-03-28,i-000346d9,t3.micro,6.45,9.51,2.0428,0.6488,0.305
2024-03-29,i-000346d9,t3.micro,4.08,13.51,3.4463,0.672,0.3014
2024-03-30,i-000346d9,t3.micro,5.02,10.63,0.0,0.9785,0.3318
2024-03-31,i-000346d9,t3.micro,4.67,9.88,2.8465,0.0,0.2615
2024-04-01,i-000346d9,t3.micro,5.0,22.12,0.263,0.3604,0.2876
2024-04-02,i-000346d9,t3.micro,3.83,9.77,0.0,0.1261,0.2736
2024-04-03,i-000346d9,t3.micro,3.37,1.53,0.0,1.9105,0.4307
2024-04-04,i-000346d9,t3.micro,4.22,23.77,0.0,3.824,0.5628
2024-04-05,i-000346d9,t3.micro,5.0,10.38,7.1223,0.0,0.2542
2024-04-06,i-000346d9,t3.micro,6.35,9.66,0.817,1.2287,0.3663
2024-04-07,i-000346d9,t3.micro,6.69,9.37,0.0,0.0055,0.2465
2024-04-08,i-000346d9,t3.micro,2.86,9.42,0.0,0.0,0.2396
2024-04-09,i-000346d9,t3.micro,6.33,13.28,1.7977,0.0,0.2104
2024-04-10,i-000346d9,t3.micro,6.67,22.33,1.4994,2.1049,0.4397
2024-04-11,i-000346d9,t3.micro,5.66,19.37,0.0,0.0,0.2449
2024-04-12,i-000346d9,t3.micro,3.41,7.0,0.0,1.6473,0.4073
2024-04-13,i-000346d9,t3.micro,6.9,29.64,3.0395,0.9507,0.3342
2024-04-14,i-000346d9,t3.micro,8.08,21.6,0.0,1.2976,0.35
2024-04-15,i-000346d9,t3.micro,5.0,15.32,1.7616,0.0,0.2383
2024-04-16,i-000346d9,t3.micro,6.33,18.36,3.1221,0.0,0.1672
2024-04-17,i-000346d9,t3.micro,4.15,22.16,0.0,0.8975,0.3394
2024-04-18,i-000346d9,t3.micro,5.68,9.28,2.6536,3.379,0.5281
2024-04-19,i-000346d9,t3.micro,5.18,9.45,0.3803,1.3675,0.3641
2024-04-20,i-000346d9,t3.micro,6.78,22.75,4.7807,0.6231,0.3181
2024-04-21,i-000346d9,t3.micro,3.23,13.12,0.0,0.1406,0.2682
2024-04-22,i-000346d9,t3.micro,1.52,12.79,0.0,0.0,0.2498
2024-04-23,i-000346d9,t3.micro,8.64,17.59,2.0912,1.1717,0.3583
2024-04-24,i-000346d9,t3.micro,6.98,17.33,2.7125,0.9511,0.3371
2024-04-25,i-000346d9,t3.micro,5.22,11.55,0.0,0.0,0.2534
2024-04-26,i-000346d9,t3.micro,3.98,16.82,0.0,0.2227,0.254
2024-04-27,i-000346d9,t3.micro,4.23,10.68,0.7126,3.5973,0.5784
2024-04-28,i-000346d9,t3.micro,4.01,12.9,4.5177,1.5419,0.2471
2024-04-29,i-000346d9,t3.micro,6.62,13.28,0.0322,2.1185,0.4315
2024-04-30,i-000346d9,t3.micro,5.68,18.82,0.0,0.0,0.2476
2024-05-01,i-000346d9,t3.micro,2.44,6.88,0.0,0.6453,0.3117
2024-05-02,i-000346d9,t3.micro,6.05,6.37,3.343,0.0,0.2397
2024-05-03,i-000346d9,t3.micro,5.43,5.85,0.5797,0.0,0.2554
